Dates	Active	Deaths	Newcases	recover
Feb 15, 2020	NA	0	0	0
Feb 16, 2020	NA	0	0	0
Feb 17, 2020	NA	0	0	0
Feb 18, 2020	NA	0	0	0
Feb 19, 2020	NA	0	0	0
Feb 20, 2020	NA	0	0	0
Feb 21, 2020	NA	0	0	0
Feb 22, 2020	NA	0	0	0
Feb 23, 2020	NA	0	0	0
Feb 24, 2020	NA	0	0	0
Feb 25, 2020	NA	0	0	0
Feb 26, 2020	NA	0	0	0
Feb 27, 2020	NA	0	0	0
Feb 28, 2020	NA	0	0	0
Feb 29, 2020	NA	0	0	0
Mar 01, 2020	NA	0	3	0
Mar 02, 2020	NA	0	1	0
Mar 03, 2020	NA	0	22	0
Mar 04, 2020	NA	0	1	0
Mar 05, 2020	NA	0	1	0
Mar 06, 2020	NA	0	3	0
Mar 07, 2020	NA	1	6	0
Mar 08, 2020	NA	1	7	1
Mar 09, 2020	NA	0	15	0
Mar 10, 2020	NA	0	0	0
Mar 11, 2020	NA	0	12	0
Mar 12, 2020	NA	1	8	6
Mar 13, 2020	NA	0	18	0
Mar 14, 2020	NA	1	14	3
Mar 15, 2020	NA	1	15	0
Mar 16, 2020	NA	0	14	1
Mar 17, 2020	NA	3	26	0
Mar 18, 2020	NA	3	25	6
Mar 19, 2020	NA	0	55	3
Mar 20, 2020	NA	2	83	0
Mar 21, 2020	NA	8	64	1
Mar 22, 2020	NA	0	103	10
Mar 23, 2020	NA	4	37	6
Mar 24, 2020	NA	3	121	3
Mar 25, 2020	NA	5	70	2
Mar 26, 2020	NA	3	160	28
Mar 27, 2020	NA	23	100	11
Mar 28, 2020	NA	14	37	11
Mar 29, 2020	NA	14	227	7
Mar 30, 2020	NA	13	146	21
Mar 31, 2020	NA	19	601	25
Apr 01, 2020	NA	18	545	43
Apr 02, 2020	NA	24	516	1
Apr 03, 2020	NA	18	529	37
Apr 04, 2020	NA	49	701	99
Apr 05, 2020	NA	22	489	47
Apr 06, 2020	NA	39	573	93
Apr 07, 2020	NA	43	565	38
Apr 08, 2020	NA	27	809	129
Apr 09, 2020	NA	35	875	139
Apr 10, 2020	NA	29	846	195
Apr 11, 2020	NA	26	759	111
Apr 12, 2020	NA	38	1248	101
Apr 13, 2020	NA	36	1034	178
Apr 14, 2020	NA	38	883	149
Apr 15, 2020	NA	33	1060	260
Apr 16, 2020	NA	53	922	273
Apr 17, 2020	NA	36	2013	422
Apr 18, 2020	NA	40	1250	391
Apr 19, 2020	NA	59	924	419
Apr 20, 2020	NA	45	1541	702
Apr 21, 2020	NA	56	1290	395
Apr 22, 2020	NA	58	1669	642
Apr 23, 2020	NA	70	1408	484
Apr 24, 2020	NA	72	1836	443
Apr 25, 2020	NA	76	1607	584
Apr 26, 2020	NA	71	1561	614
Apr 27, 2020	NA	103	1873	610
Apr 28, 2020	NA	69	1738	690
Apr 29, 2020	NA	177	1801	631
Apr 30, 2020	NA	129	2394	939
May 01, 2020	NA	93	2442	812
May 02, 2020	NA	107	2806	956
May 03, 2020	NA	97	3932	1072
May 04, 2020	NA	118	2963	1295
May 05, 2020	NA	114	3587	1189
May 06, 2020	NA	83	3364	1445
May 07, 2020	NA	123	3344	1111
May 08, 2020	NA	139	3113	1414
May 09, 2020	NA	100	4353	1668
May 10, 2020	NA	106	3607	1580
May 11, 2020	NA	121	3524	1871
May 12, 2020	NA	156	3763	1980
May 13, 2020	NA	134	3942	1569
May 14, 2020	NA	148	3787	2289
May 15, 2020	NA	134	4864	3966
May 16, 2020	NA	152	5050	2571
May 17, 2020	NA	145	4630	2438
May 18, 2020	NA	144	6147	3076
May 19, 2020	NA	158	5553	3113
May 20, 2020	NA	151	6198	3131
May 21, 2020	NA	175	6568	3271
May 22, 2020	NA	195	6629	2561
May 23, 2020	NA	179	7113	3307
May 24, 2020	NA	275	6414	3014
May 25, 2020	NA	215	5843	3571
May 26, 2020	NA	230	7293	3472
May 27, 2020	NA	206	7300	3171
May 28, 2020	NA	228	8105	11707
May 29, 2020	NA	266	8336	4309
May 30, 2020	NA	283	8782	4916
May 31, 2020	NA	293	7761	3902
Jun 01, 2020	NA	304	8821	4531
Jun 02, 2020	NA	268	9633	3786
Jun 03, 2020	NA	273	9889	4379
Jun 04, 2020	NA	253	9471	4783
Jun 05, 2020	NA	397	10438	5462
Jun 06, 2020	NA	402	10864	5153
Jun 07, 2020	NA	398	8442	5247
Jun 08, 2020	NA	316	8852	5070
Jun 09, 2020	NA	330	12375	6814
Jun 10, 2020	NA	404	11128	5993
Jun 11, 2020	NA	2048	11320	7259
Jun 12, 2020	NA	349	12023	8095
Jun 13, 2020	NA	354	11157	7363
Jun 14, 2020	NA	378	10243	10631
Jun 15, 2020	NA	314	11135	7232
Jun 16, 2020	NA	435	13103	6886
Jun 17, 2020	NA	320	13827	10744
Jun 18, 2020	NA	478	14721	9024
Jun 19, 2020	NA	433	15915	13975
Jun 20, 2020	NA	410	15183	9071
Jun 21, 2020	NA	389	13540	10885
Jun 22, 2020	NA	423	15665	10437
Jun 23, 2020	NA	395	16870	13114
Jun 24, 2020	NA	426	18185	13983
Jun 25, 2020	NA	520	18276	10246
Jun 26, 2020	NA	450	20131	14229
Jun 27, 2020	NA	389	19620	11628
Jun 28, 2020	NA	456	18339	13497
Jun 29, 2020	NA	627	18256	12565
Jun 30, 2020	NA	430	19428	12060
Jul 01, 2020	NA	488	21948	20006
Jul 02, 2020	NA	489	22721	14417
Jul 03, 2020	NA	502	24015	14743
Jul 04, 2020	NA	495	23932	15829
Jul 05, 2020	NA	532	22510	15259
Jul 06, 2020	NA	558	23135	16908
Jul 07, 2020	NA	515	25571	19496
Jul 08, 2020	NA	557	25790	19406
Jul 09, 2020	NA	609	27761	20246
Jul 10, 2020	NA	638	27755	20025
Jul 11, 2020	NA	702	29108	18198
Jul 12, 2020	NA	694	28179	17683
Jul 13, 2020	NA	556	29842	20968
Jul 14, 2020	NA	690	32682	20655
Jul 15, 2020	NA	616	35468	22867
Jul 16, 2020	NA	693	34820	17476
Jul 17, 2020	NA	1151	37407	23552
Jul 18, 2020	NA	774	40243	22769
Jul 19, 2020	NA	784	36810	24303
Jul 20, 2020	NA	713	39168	27691
Jul 21, 2020	NA	744	45599	31873
Jul 22, 2020	NA	654	48446	33327
Jul 23, 2020	NA	802	48892	32514
Jul 24, 2020	NA	798	48472	36128
Jul 25, 2020	NA	808	50525	32500
Jul 26, 2020	NA	790	46484	34454
Jul 27, 2020	NA	879	49632	35581
Jul 28, 2020	NA	781	52249	32841
Jul 29, 2020	NA	836	54966	37482
Jul 30, 2020	NA	875	57704	36554
Jul 31, 2020	NA	953	54865	51232
Aug 01, 2020	NA	931	52783	40349
Aug 02, 2020	NA	969	50629	43212
Aug 03, 2020	NA	907	51282	51220
Aug 04, 2020	NA	1042	56626	45540
Aug 05, 2020	NA	920	62170	50184
Aug 06, 2020	NA	863	61455	50285
Aug 07, 2020	NA	977	65156	52135
Aug 08, 2020	NA	1035	62117	54474
Aug 09, 2020	NA	1024	53016	47362
Aug 10, 2020	NA	981	61252	56461
Aug 11, 2020	NA	998	67066	57759
Aug 12, 2020	NA	902	64142	54776
Aug 13, 2020	NA	1125	65609	56920
Aug 14, 2020	NA	1009	63986	53116
Aug 15, 2020	NA	1007	58108	57404
Aug 16, 2020	NA	984	54288	58172
Aug 17, 2020	NA	946	65022	60455
Aug 18, 2020	NA	870	69196	59365
Aug 19, 2020	NA	883	68507	61873
Aug 20, 2020	NA	1101	69039	62858
Aug 21, 2020	NA	1046	70068	59101
Aug 22, 2020	NA	1095	61749	56896
Aug 23, 2020	NA	1050	59696	66305
Aug 24, 2020	NA	968	66873	64151
Aug 25, 2020	NA	988	75995	56191
Aug 26, 2020	NA	838	76826	59620
Aug 27, 2020	NA	1058	76665	64475
Aug 28, 2020	NA	1057	78472	64982
Aug 29, 2020	NA	1110	79457	60408
Aug 30, 2020	NA	1098	68770	64449
Aug 31, 2020	NA	1073	78169	62144
Sep 01, 2020	NA	1033	82860	67875
Sep 02, 2020	NA	1158	84156	67491
Sep 03, 2020	NA	1134	87115	69625
Sep 04, 2020	NA	1199	90600	73161
Sep 05, 2020	NA	1245	91723	69624
Sep 06, 2020	NA	1235	75022	74123
Sep 07, 2020	NA	1140	89852	74607
Sep 08, 2020	NA	1174	95529	73057
Sep 09, 2020	NA	1083	96760	70899
Sep 10, 2020	NA	1313	97654	81455
Sep 11, 2020	NA	1172	94409	77860
Sep 12, 2020	NA	1203	93215	77746
Sep 13, 2020	NA	1249	81911	79202
Sep 14, 2020	NA	1174	91120	82865
Sep 15, 2020	NA	1161	97859	82938
Sep 16, 2020	NA	1082	96793	87779
Sep 17, 2020	NA	1080	92789	95373
Sep 18, 2020	NA	1177	92755	94523
Sep 19, 2020	NA	1171	87382	92926
Sep 20, 2020	NA	1119	74493	102070
Sep 21, 2020	NA	1152	80391	87100
Sep 22, 2020	NA	1063	89688	90030
Sep 23, 2020	NA	796	85919	81141
Sep 24, 2020	NA	1203	85468	93177
Sep 25, 2020	NA	1210	89010	92520
Sep 26, 2020	NA	1121	82767	74679
Sep 27, 2020	NA	1097	69671	85206
Sep 28, 2020	NA	958	80500	86061
Sep 29, 2020	NA	922	86748	85373
Sep 30, 2020	NA	911	81693	78646
Oct 01, 2020	NA	1014	79974	76424
Oct 02, 2020	NA	985	75479	81655
Oct 03, 2020	NA	989	74767	76721
Oct 04, 2020	NA	953	59893	75657
Oct 05, 2020	NA	947	72106	82143
Oct 06, 2020	NA	830	78809	83209
Oct 07, 2020	NA	733	70824	78745
Oct 08, 2020	NA	743	73196	82298
Oct 09, 2020	NA	713	74535	89358
Oct 10, 2020	NA	856	67757	71564
Oct 11, 2020	NA	911	54265	78365
Oct 12, 2020	NA	1061	63517	73913
Oct 13, 2020	NA	595	67988	81751
Oct 14, 2020	NA	613	60439	68202
Oct 15, 2020	NA	736	65126	72976
Oct 16, 2020	NA	725	62092	72765
Oct 17, 2020	NA	703	55511	65496
Oct 18, 2020	NA	676	46498	70722
Oct 19, 2020	NA	594	54422	61933
Oct 20, 2020	NA	477	56000	79345
Oct 21, 2020	NA	522	54482	74430
Oct 22, 2020	NA	534	54028	67244
Oct 23, 2020	NA	522	50224	62154
Oct 24, 2020	NA	585	45158	58271
Oct 25, 2020	NA	567	36838	64721
Oct 26, 2020	NA	481	42965	58479
Oct 27, 2020	NA	508	49912	57757
Oct 28, 2020	NA	510	49281	56947
Oct 29, 2020	NA	526	48120	59013
Oct 30, 2020	NA	724	46715	58292
Oct 31, 2020	NA	695	46441	53702
Nov 01, 2020	NA	595	37592	58524
Nov 02, 2020	NA	574	46033	53328
Nov 03, 2020	NA	507	50465	55873
Nov 04, 2020	NA	465	47622	54133
Nov 05, 2020	NA	525	49851	53795
Nov 06, 2020	NA	564	46318	48733
Nov 07, 2020	NA	535	46661	48369
Nov 08, 2020	NA	554	37211	41546
Nov 09, 2020	NA	462	44679	54638
Nov 10, 2020	NA	447	48285	52704
Nov 11, 2020	NA	463	43861	48797
Nov 12, 2020	NA	485	45343	48122
Nov 13, 2020	NA	606	41659	42270
Nov 14, 2020	NA	604	30715	44213
Nov 15, 2020	NA	576	28555	40219
Nov 16, 2020	NA	512	38532	44844
Nov 17, 2020	NA	524	45439	48757
Nov 18, 2020	NA	494	46182	45246
Nov 19, 2020	NA	503	46288	48881
Nov 20, 2020	NA	531	45295	44142
Nov 21, 2020	NA	505	44404	41405
Nov 22, 2020	NA	500	37410	42131
Nov 23, 2020	NA	509	44276	37829
Nov 24, 2020	NA	456	44699	36582
Nov 25, 2020	NA	495	43174	39723
Nov 26, 2020	NA	513	41353	41177
Nov 27, 2020	NA	512	41815	42275
Nov 28, 2020	NA	587	39036	45152
Nov 29, 2020	NA	523	31179	42282
Nov 30, 2020	NA	493	36456	43203
Dec 01, 2020	NA	384	33761	38306
Dec 02, 2020	NA	413	38309	45580
Dec 03, 2020	NA	414	36638	42319
Dec 04, 2020	NA	347	36111	41943
Dec 05, 2020	NA	500	32272	38225
Dec 06, 2020	NA	452	27107	39474
Dec 07, 2020	NA	405	32067	37161
Dec 08, 2020	NA	349	26351	29699
Dec 09, 2020	NA	364	34666	45683
Dec 10, 2020	NA	395	30034	33604
Dec 11, 2020	NA	367	30354	33087
Dec 12, 2020	NA	354	27336	30729
Dec 13, 2020	NA	353	21791	34224
Dec 14, 2020	NA	354	26401	33961
Dec 15, 2020	NA	342	18164	33350
Dec 16, 2020	NA	313	26762	30901
Dec 17, 2020	NA	342	26991	29879
Dec 18, 2020	NA	313	26834	29758
Dec 19, 2020	NA	361	24589	25709
Dec 20, 2020	NA	258	19174	30224
Dec 21, 2020	NA	290	23886	27083
Dec 22, 2020	NA	290	24236	29364
Dec 23, 2020	NA	258	23924	25137
Dec 24, 2020	NA	293	22350	22184
Dec 25, 2020	NA	309	18574	21466
Dec 26, 2020	NA	253	20333	21097
Dec 27, 2020	NA	193	16072	24822
Dec 28, 2020	NA	274	20529	26572
Dec 29, 2020	NA	222	21957	26423
Dec 30, 2020	NA	208	19046	22024
Dec 31, 2020	NA	276	17080	20143
Jan 01, 2021	NA	231	21222	24598
Jan 02, 2021	NA	243	16660	19604
Jan 03, 2021	NA	238	16278	29209
Jan 04, 2021	NA	220	17909	21161
Jan 05, 2021	NA	155	20460	19662
Jan 06, 2021	NA	172	18106	20559
Jan 07, 2021	NA	209	18482	19213
Jan 08, 2021	NA	208	18820	19460
Jan 09, 2021	NA	194	16085	16735
Jan 10, 2021	NA	179	12482	18580
Jan 11, 2021	NA	186	15903	17747
Jan 12, 2021	NA	150	17015	17797
Jan 13, 2021	NA	141	15677	15828
Jan 14, 2021	NA	164	15151	16801
Jan 15, 2021	NA	156	15051	17301
Jan 16, 2021	NA	166	13962	14513
Jan 17, 2021	NA	159	9975	17155
Jan 18, 2021	NA	160	13795	17240
Jan 19, 2021	NA	136	15277	20071
Jan 20, 2021	NA	121	14481	17726
Jan 21, 2021	NA	131	14344	17174
Jan 22, 2021	NA	139	14891	16033
Jan 23, 2021	NA	165	13239	13148
Jan 24, 2021	NA	141	9036	16034
Jan 25, 2021	NA	133	12569	13050
Jan 26, 2021	NA	119	11752	14490
Jan 27, 2021	NA	96	18940	20344
Jan 28, 2021	NA	118	13055	14872
Jan 29, 2021	NA	111	13065	14075
Jan 30, 2021	NA	123	11528	11879
Jan 31, 2021	NA	96	8587	13462
Feb 01, 2021	NA	74	11000	14256
Feb 02, 2021	NA	88	12917	17802
Feb 03, 2021	NA	83	12410	15893
Feb 04, 2021	NA	87	11689	14389
Feb 05, 2021	NA	122	11948	11619
Feb 06, 2021	NA	87	11673	11667
Feb 07, 2021	NA	107	8947	13829
Feb 08, 2021	NA	87	10510	12699
Feb 09, 2021	NA	93	12760	12025
Feb 10, 2021	NA	78	9353	15722
Feb 11, 2021	NA	112	12137	11358
Feb 12, 2021	NA	91	12188	11079
Feb 13, 2021	NA	87	11434	9295
Feb 14, 2021	NA	120	9139	11809
Feb 15, 2021	NA	102	11795	12011
Feb 16, 2021	NA	81	12440	11803
Feb 17, 2021	NA	82	12643	10362
Feb 18, 2021	NA	103	14587	10814
Feb 19, 2021	NA	147	14315	11656
Feb 20, 2021	NA	122	13980	9476
Feb 21, 2021	NA	112	10792	13469
Feb 22, 2021	NA	120	13463	13661
Feb 23, 2021	NA	110	17144	12406
Feb 24, 2021	NA	81	16568	12209
Feb 25, 2021	NA	112	16056	12380
Feb 26, 2021	NA	88	17346	12136
Feb 27, 2021	NA	116	15616	11293
Feb 28, 2021	NA	112	11563	11990
Mar 01, 2021	NA	101	15704	13604
Mar 02, 2021	NA	102	17425	14071
Mar 03, 2021	NA	78	16824	13788
Mar 04, 2021	NA	115	18292	14153
Mar 05, 2021	NA	137	18716	14362
Mar 06, 2021	NA	115	18691	14344
Mar 07, 2021	NA	160	15353	16606
Mar 08, 2021	NA	162	16846	20138
Mar 09, 2021	NA	123	22841	18179
Mar 10, 2021	NA	133	21668	11449
Mar 11, 2021	NA	192	27512	24095
Mar 12, 2021	NA	174	25153	16508
